date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:58:53	210842/210842	---M--	200	added ('OK')	image/svg+xml	etag:%223379a-6386341ce6aff%22	https://patna.dcourts.gov.in/wp-content/themes/sdo-theme/images/emblem.svg	C:/Users/kamil/OneDrive/Desktop/patna/patna.dcourts.gov.in/wp-content/themes/sdo-theme/images/emblem.svg	(from https://patna.dcourts.gov.in/)
21:58:53	6778/6778	---M--	200	added ('OK')	image/png	etag:%221a7a-6386341ce5b5f%22	https://patna.dcourts.gov.in/wp-content/themes/sdo-theme/images/digital-india.png	C:/Users/kamil/OneDrive/Desktop/patna/patna.dcourts.gov.in/wp-content/themes/sdo-theme/images/digital-india.png	(from https://patna.dcourts.gov.in/)
21:58:54	72917/72917	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Jul%202025%2016:28:57%20GMT	https://patna.dcourts.gov.in/sitemap/	C:/Users/kamil/OneDrive/Desktop/patna/patna.dcourts.gov.in/sitemap/index.html	(from https://patna.dcourts.gov.in/)
21:58:54	64078/64078	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Jul%202025%2016:28:57%20GMT	https://patna.dcourts.gov.in/about-department/history/	C:/Users/kamil/OneDrive/Desktop/patna/patna.dcourts.gov.in/about-department/history/index.html	(from https://patna.dcourts.gov.in/)
21:58:54	1198331/1198331	---M--	200	added ('OK')	image/png	etag:%22a09476e9b54c26b5355a2b7eadf4794e%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2024/10/2024102936.png	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2024/10/2024102936.png	(from https://patna.dcourts.gov.in/)
21:58:55	136429/136429	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Jul%202025%2016:28:58%20GMT	https://patna.dcourts.gov.in/list-of-judges/	C:/Users/kamil/OneDrive/Desktop/patna/patna.dcourts.gov.in/list-of-judges/index.html	(from https://patna.dcourts.gov.in/)
21:58:55	1029198/1029198	---M--	200	added ('OK')	image/png	etag:%229760f14b25d3cbb5c1ef1a25d1fbfd1b%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2024/10/2024102958.png	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2024/10/2024102958.png	(from https://patna.dcourts.gov.in/)
21:58:55	1131734/1131734	---M--	200	added ('OK')	image/png	etag:%22572a6554f5ab07f8eeb5a3663bd92ae1%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2024/10/2024102955.png	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2024/10/2024102955.png	(from https://patna.dcourts.gov.in/)
21:58:55	67850/67850	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Jul%202025%2016:28:58%20GMT	https://patna.dcourts.gov.in/former-judges/	C:/Users/kamil/OneDrive/Desktop/patna/patna.dcourts.gov.in/former-judges/index.html	(from https://patna.dcourts.gov.in/)
21:58:55	890177/890177	---M--	200	added ('OK')	image/png	etag:%22d4c4021f79bacc2fdb3565727d0f7748%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2024/10/2024102944.png	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2024/10/2024102944.png	(from https://patna.dcourts.gov.in/)
21:58:56	622368/622368	---M--	200	added ('OK')	image/jpeg	etag:%22b861c89b2906da00755997751a2b3c43%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2025/07/2025070288.jpeg	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2025/07/2025070288.jpg	(from https://patna.dcourts.gov.in/)
21:58:56	128675/128675	---M--	200	added ('OK')	image/jpeg	etag:%22fb0ab82d4f0a44e5cd71cc9c2d041806%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2025/01/2025012186.jpeg	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2025/01/2025012186.jpg	(from https://patna.dcourts.gov.in/)
21:58:56	73689/73689	---M--	200	added ('OK')	image/jpeg	etag:%229f414cc78f80042921508fb88caca189%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2025/01/2025012190.jpeg	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2025/01/2025012190.jpg	(from https://patna.dcourts.gov.in/)
21:58:56	65342/65342	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Jul%202025%2016:28:59%20GMT	https://patna.dcourts.gov.in/judges-on-leave/	C:/Users/kamil/OneDrive/Desktop/patna/patna.dcourts.gov.in/judges-on-leave/index.html	(from https://patna.dcourts.gov.in/)
21:58:56	235617/235617	---M--	200	added ('OK')	image/jpeg	etag:%22190d3832209db36c2ee119915c02fd1e%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2024/11/2024111864.jpg	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2024/11/2024111864.jpg	(from https://patna.dcourts.gov.in/)
21:58:56	8862/8862	---M--	200	added ('OK')	image/png	etag:%22369f8f3d4538cd62eeb3df5cbc48b3bf%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2021/03/2021031857.png	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2021/03/2021031857.png	(from https://patna.dcourts.gov.in/)
21:58:57	8896/8896	---M--	200	added ('OK')	image/png	etag:%22e992910ab469a2e8bb3403b563419b18%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2021/03/2021031893.png	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2021/03/2021031893.png	(from https://patna.dcourts.gov.in/)
21:58:57	8825/8825	---M--	200	added ('OK')	image/png	etag:%221a910949a4a637984d0cf8fcbb3b6757%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2021/03/2021031842.png	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2021/03/2021031842.png	(from https://patna.dcourts.gov.in/)
21:58:57	65611/65611	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Jul%202025%2016:29:00%20GMT	https://patna.dcourts.gov.in/holiday-list/	C:/Users/kamil/OneDrive/Desktop/patna/patna.dcourts.gov.in/holiday-list/index.html	(from https://patna.dcourts.gov.in/)
21:58:57	68666/68666	---M--	200	added ('OK')	image/jpeg	etag:%227909b74b8ebc92dc686e8a95c25abfba%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2023/12/2023121974-1-1024x280.jpeg	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2023/12/2023121974-1-1024x280.jpg	(from https://patna.dcourts.gov.in/)
21:58:57	15778/15778	---M--	200	added ('OK')	image/jpeg	etag:%224aa56310e745a8d3d65604efe1e3702c%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/bfi_thumb/2023121974-1-qh1oqn9x3g0uzwh549ymiqsgcxoyovbjv4kwvv16g6.jpeg	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/bfi_thumb/2023121974-1-qh1oqn9x3g0uzwh549ymiqsgcxoyovbjv4kwvv16g6.jpg	(from https://patna.dcourts.gov.in/)
21:58:57	58281/58281	---M--	200	added ('OK')	image/jpeg	etag:%22a0a6c98f0151b7d4bf871412b1e4b6a6%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2023/12/2023121979-1024x280.jpeg	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2023/12/2023121979-1024x280.jpg	(from https://patna.dcourts.gov.in/)
21:58:58	14447/14447	---M--	200	added ('OK')	image/jpeg	etag:%226d02117a58fb525388eed4baf44db5b1%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/bfi_thumb/2023121979-qh1n31cdoof8q52870dcwab469hzjvoco37e95ez1i.jpeg	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/bfi_thumb/2023121979-qh1n31cdoof8q52870dcwab469hzjvoco37e95ez1i.jpg	(from https://patna.dcourts.gov.in/)
21:58:58	68666/68666	---M--	200	added ('OK')	image/jpeg	etag:%227909b74b8ebc92dc686e8a95c25abfba%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2023/12/2023121957-1-1024x280.jpeg	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2023/12/2023121957-1-1024x280.jpg	(from https://patna.dcourts.gov.in/)
21:58:58	64847/64847	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Jul%202025%2016:29:01%20GMT	https://patna.dcourts.gov.in/contact-us/	C:/Users/kamil/OneDrive/Desktop/patna/patna.dcourts.gov.in/contact-us/index.html	(from https://patna.dcourts.gov.in/)
21:58:58	15778/15778	---M--	200	added ('OK')	image/jpeg	etag:%224aa56310e745a8d3d65604efe1e3702c%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/bfi_thumb/2023121957-1-qh1mypb666hn6vcvi4xaedolkav224gwqmwsl7ubqe.jpeg	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/bfi_thumb/2023121957-1-qh1mypb666hn6vcvi4xaedolkav224gwqmwsl7ubqe.jpg	(from https://patna.dcourts.gov.in/)
21:58:58	67358/67358	---M--	200	added ('OK')	image/jpeg	etag:%2269c1d24becf27bd13e74fc6cc7b35578%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2023/12/2023121910-1024x280.jpeg	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/2023/12/2023121910-1024x280.jpg	(from https://patna.dcourts.gov.in/)
21:58:59	15177/15177	---M--	200	added ('OK')	image/jpeg	etag:%22ddc2f2496b5bc2655b4e74c9fff4bad3%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/bfi_thumb/2023121910-qh1n4hzcbefasaxrnn4grx0xfuajixhbjbql4n8xd2.jpeg	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/bfi_thumb/2023121910-qh1n4hzcbefasaxrnn4grx0xfuajixhbjbql4n8xd2.jpg	(from https://patna.dcourts.gov.in/)
21:58:59	6758/6758	---M--	200	added ('OK')	image/png	etag:%2283628cc9aff26f367042df66f2039242%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/bfi_thumb/2021031825-qgba5ajfjfh60ze814yd1nlyv1ye14qzifel1oldyg.png	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/bfi_thumb/2021031825-qgba5ajfjfh60ze814yd1nlyv1ye14qzifel1oldyg.png	(from https://patna.dcourts.gov.in/)
21:58:59	6289/6289	---M--	200	added ('OK')	image/png	etag:%226e1e503b28c49bf012c7c502554f17c9%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/bfi_thumb/2021031862-qgba57pwyxdb25ibhlqhc6bl2wcae1fsi1g4lupkh4.png	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/bfi_thumb/2021031862-qgba57pwyxdb25ibhlqhc6bl2wcae1fsi1g4lupkh4.png	(from https://patna.dcourts.gov.in/)
21:58:59	67160/67160	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Jul%202025%2016:29:02%20GMT	https://patna.dcourts.gov.in/high-court/	C:/Users/kamil/OneDrive/Desktop/patna/patna.dcourts.gov.in/high-court/index.html	(from https://patna.dcourts.gov.in/)
21:58:59	4031/4031	---M--	200	added ('OK')	image/png	etag:%229cb1df084d56d2c0df1702cc66016329%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/bfi_thumb/2021031896-1-qgba57pwyxdb25ibhlqhc6bl2wcae1fsi1g4lupkh4.png	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/bfi_thumb/2021031896-1-qgba57pwyxdb25ibhlqhc6bl2wcae1fsi1g4lupkh4.png	(from https://patna.dcourts.gov.in/)
21:58:59	5093/5093	---M--	200	added ('OK')	image/png	etag:%22e5612ff266449f8bff4c0dba0f7f93ad%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/bfi_thumb/2021031823-qgba5bh9q9igclcuvnczm5dfgftr8tupuk22iyjzs8.png	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/bfi_thumb/2021031823-qgba5bh9q9igclcuvnczm5dfgftr8tupuk22iyjzs8.png	(from https://patna.dcourts.gov.in/)
21:59:00	5701/5701	---M--	200	added ('OK')	image/png	etag:%2208a5fe4eb70df627ad606ee8816d7d2a%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/bfi_thumb/20210318100-qgba56s2s3c0qjjon3burok4higx6cc25wsn4kqync.png	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/bfi_thumb/20210318100-qgba56s2s3c0qjjon3burok4higx6cc25wsn4kqync.png	(from https://patna.dcourts.gov.in/)
21:59:00	76170/76170	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Jul%202025%2016:29:03%20GMT	https://patna.dcourts.gov.in/case-status-search-by-case-number/	C:/Users/kamil/OneDrive/Desktop/patna/patna.dcourts.gov.in/case-status-search-by-case-number/index.html	(from https://patna.dcourts.gov.in/)
21:59:00	4746/4746	---M--	200	added ('OK')	image/png	etag:%22a35e724b7867ef66d27f7f6c09815589%22	https://cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/bfi_thumb/2021031876-qgba55u8l9aqexl1skx876snw4ljyn8bts55nasctk.png	C:/Users/kamil/OneDrive/Desktop/patna/cdnbbsr.s3waas.gov.in/s3ec05a18630ab1c3b9f14454cf70dc711/uploads/bfi_thumb/2021031876-qgba55u8l9aqexl1skx876snw4ljyn8bts55nasctk.png	(from https://patna.dcourts.gov.in/)
21:59:00	76519/76519	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Jul%202025%2016:29:03%20GMT	https://patna.dcourts.gov.in/case-status-search-by-case-type/	C:/Users/kamil/OneDrive/Desktop/patna/patna.dcourts.gov.in/case-status-search-by-case-type/index.html	(from https://patna.dcourts.gov.in/)
